sequence,camera,algo,t_err_rmse_f,t_err_median_f,r_err_rmse_f,r_err_median_f,t_err_rmse_s,t_err_median_s,r_err_rmse_s,r_err_median_s
rgbd_dataset_freiburg3_sitting_static,fr3,ocv-icp,0.0009227702,0.0005004434,0.004374662,0.0028488694,0.014208104,0.009215966,0.036636986,0.024851687
rgbd_dataset_freiburg3_sitting_static,fr3,ocv-rgbd,0.0033864873,0.002569701,0.0024256625,0.0017965969,0.017743636,0.013556891,0.0087417355,0.0074326685
rgbd_dataset_freiburg3_sitting_static,fr3,fovis,0.004059752,0.0027743143,0.0024600537,0.0016598644,0.012330796,0.008233741,0.0054097767,0.0044877813
rgbd_dataset_freiburg3_sitting_static,fr3,still,0.00092244847,0.00050041854,0.004376219,0.0028488694,0.014205679,0.009215966,0.036635242,0.024851687
rgbd_dataset_freiburg3_sitting_static,fr3,vors-huber,0.003916673,0.0026975838,0.0023791266,0.0015466361,0.007305678,0.0047662756,0.004487251,0.0037957754
rgbd_dataset_freiburg3_sitting_halfsphere,fr3,vors-photo,0.017176136,0.005016407,0.38420224,0.0046586012,0.11627182,0.017765371,2.1129894,0.012265183
rgbd_dataset_freiburg3_sitting_halfsphere,fr3,still,0.007854421,0.0065376987,0.38337755,0.01190804,0.20858584,0.18651402,2.0002434,0.27032116
rgbd_dataset_freiburg3_sitting_halfsphere,fr3,vors-norm,0.021054974,0.00528463,0.3841987,0.004674203,0.12345456,0.018671544,2.1123564,0.013630521
rgbd_dataset_freiburg3_sitting_halfsphere,fr3,vors,0.009479461,0.0050724037,0.38420734,0.0045065284,0.058114152,0.018253047,2.1125028,0.013246204
rgbd_dataset_freiburg3_sitting_halfsphere,fr3,vors-huber,0.01565546,0.0053722532,0.38422376,0.00476765,0.08976268,0.018366914,2.1129792,0.012890107
rgbd_dataset_freiburg3_sitting_halfsphere,fr3,dvo,0.006668739,0.004841281,0.3842105,0.004431976,0.039549083,0.02351365,2.1122932,0.014046621
rgbd_dataset_freiburg3_sitting_halfsphere,fr3,vors-robust,0.019921312,0.0052998913,0.3842438,0.0047241054,0.117682114,0.017109662,2.1131709,0.013130159
rgbd_dataset_freiburg3_sitting_halfsphere,fr3,ocv-icp,0.007856074,0.006533834,0.3833779,0.011943203,0.20858769,0.18642643,2.0002496,0.27032116
rgbd_dataset_freiburg3_sitting_halfsphere,fr3,fovis,0.007866694,0.0052405223,0.38428053,0.004839312,0.059441667,0.02971666,2.1055975,0.027006596
rgbd_dataset_freiburg3_sitting_halfsphere,fr3,ocv-rgbd,0.006118011,0.0044600354,0.38418207,0.0044800118,0.04705425,0.024772214,2.112041,0.020430617
rgbd_dataset_freiburg3_sitting_halfsphere,fr3,ocv-rgbd-icp,0.007856074,0.006533834,0.3833779,0.011943203,0.20858769,0.18642643,2.0002496,0.27032116
rgbd_dataset_freiburg1_xyz,fr1,vors-huber,0.005768373,0.0042019696,0.005965996,0.004379302,0.023948614,0.019944308,0.023365462,0.018637905
rgbd_dataset_freiburg1_xyz,fr1,vors,0.005651745,0.004101028,0.0058689346,0.004364924,0.040623482,0.02554074,0.043175913,0.025924977
rgbd_dataset_freiburg1_xyz,fr1,ocv-rgbd-icp,0.011280605,0.010675245,0.011841481,0.008867994,0.27397174,0.26203677,0.18508387,0.13504055
rgbd_dataset_freiburg1_xyz,fr1,ocv-rgbd,0.0053675594,0.0038587665,0.0064288694,0.004901983,0.034228146,0.023457881,0.035725124,0.024877816
rgbd_dataset_freiburg1_xyz,fr1,vors-norm,0.005957469,0.004066463,0.0062135374,0.0044245464,0.047912512,0.023101913,0.050353996,0.024554323
rgbd_dataset_freiburg1_xyz,fr1,still,0.011271582,0.010704582,0.01192753,0.008939671,0.2739769,0.2634551,0.18511625,0.13418172
rgbd_dataset_freiburg1_xyz,fr1,ocv-icp,0.011280605,0.010675245,0.011841481,0.008867994,0.27397174,0.26203677,0.18508387,0.13504055
rgbd_dataset_freiburg1_xyz,fr1,fovis,0.0063082576,0.004398077,0.0070913895,0.0052059134,0.027609894,0.018079089,0.02609097,0.017517837
rgbd_dataset_freiburg1_xyz,fr1,dvo,0.0051237633,0.003687279,0.0061344667,0.004678939,0.032194793,0.022027979,0.03358287,0.022695376
rgbd_dataset_freiburg1_xyz,fr1,vors-photo,0.006150867,0.0040921913,0.0061944313,0.0042400686,0.046629373,0.02392651,0.048135288,0.024927765
rgbd_dataset_freiburg1_xyz,fr1,vors-robust,0.0057598995,0.004245916,0.006029807,0.0043554218,0.024161916,0.01967586,0.02357912,0.01914585
rgbd_dataset_freiburg2_large_with_loop,fr2,ocv-icp,0.12464826,0.008370399,0.7262982,0.011497887,0.2475509,0.2323827,3.1586878,0.33229652
rgbd_dataset_freiburg2_large_with_loop,fr2,still,0.12499407,0.00836477,0.7284944,0.011696071,0.24808589,0.23187938,3.1425707,0.33129779
rgbd_dataset_freiburg2_large_with_loop,fr2,vors-robust,0.20483099,0.010780816,0.74429154,0.0036729798,0.9495327,0.09226097,3.2317607,0.028280182
rgbd_dataset_freiburg2_large_with_loop,fr2,fovis,0.08643929,0.012218814,0.72422636,0.004103584,0.15094028,0.094102,3.2801893,0.022669919
rgbd_dataset_freiburg2_large_with_loop,fr2,vors-photo,0.2837866,0.009584777,0.73318297,0.0035064034,0.27199152,0.06675565,3.2892594,0.02096976
rgbd_dataset_freiburg2_large_with_loop,fr2,ocv-rgbd-icp,0.12464826,0.008370399,0.7262982,0.011497887,0.2475509,0.2323827,3.1586878,0.33229652
rgbd_dataset_freiburg2_large_with_loop,fr2,vors,0.22898346,0.010601366,0.7476705,0.0036489416,0.60098845,0.09557021,3.2619877,0.025865408
rgbd_dataset_freiburg2_large_with_loop,fr2,vors-norm,0.42610747,0.0120944185,0.7399645,0.0038877744,1.0441611,0.110637054,3.2345576,0.039704412
rgbd_dataset_freiburg2_large_with_loop,fr2,vors-huber,0.25735408,0.011932719,0.7422382,0.0037912629,0.9626078,0.13693754,3.2475922,0.046448696
rgbd_dataset_freiburg2_large_with_loop,fr2,ocv-rgbd,0.08726072,0.010985867,0.7239058,0.009292625,0.28882822,0.22744925,3.2273786,0.23075898
rgbd_dataset_freiburg2_large_with_loop,fr2,dvo,0.22060077,0.010140703,0.7250428,0.0034220174,0.26203448,0.10731367,3.2969425,0.028177083
rgbd_dataset_freiburg2_large_no_loop,fr2,vors-norm,0.24190326,0.010112553,0.55360144,0.003978825,0.6463123,0.12356062,3.1347625,0.04492664
rgbd_dataset_freiburg2_large_no_loop,fr2,still,0.18096876,0.009466023,0.5729051,0.010758491,0.27543837,0.2717204,3.0210812,0.32669258
rgbd_dataset_freiburg2_large_no_loop,fr2,fovis,0.117307276,0.011529996,0.77913976,0.004233665,0.10314291,0.06546807,3.4141338,0.022279987
rgbd_dataset_freiburg2_large_no_loop,fr2,ocv-icp,0.18190335,0.009681357,0.5739376,0.010945413,0.27538988,0.27284917,3.0287113,0.32751882
rgbd_dataset_freiburg2_large_no_loop,fr2,dvo,0.15429638,0.009529591,0.59817064,0.0039836704,0.48688757,0.09527855,3.1511667,0.026949503
rgbd_dataset_freiburg2_large_no_loop,fr2,ocv-rgbd,0.19238561,0.013542469,0.59761775,0.0057185004,0.1996432,0.11987145,3.149373,0.053294905
rgbd_dataset_freiburg2_large_no_loop,fr2,vors-photo,0.21220294,0.00817193,0.55293727,0.0038046387,0.28629246,0.072233625,3.156246,0.026783222
rgbd_dataset_freiburg2_large_no_loop,fr2,vors,0.12000492,0.008485119,0.55273354,0.0038993945,0.26497507,0.08694282,3.1524327,0.03208566
rgbd_dataset_freiburg2_large_no_loop,fr2,vors-robust,0.22178356,0.008922901,0.5512002,0.0040497677,0.6823179,0.09340333,3.1218739,0.03130395
rgbd_dataset_freiburg2_large_no_loop,fr2,vors-huber,0.18710355,0.009998871,0.5530691,0.004159463,0.66260076,0.12147474,3.127367,0.048605423
rgbd_dataset_freiburg2_large_no_loop,fr2,ocv-rgbd-icp,0.18190335,0.009681357,0.5739376,0.010945413,0.27538988,0.27284917,3.0287113,0.32751882
rgbd_dataset_freiburg3_walking_static,fr3,fovis,0.009531412,0.0047478834,0.0036493328,0.0025603073,0.15076011,0.03445924,0.03776683,0.009576882
rgbd_dataset_freiburg3_walking_static,fr3,vors,0.030381596,0.005683531,0.010182218,0.0025572367,0.30104804,0.021966621,0.086552925,0.0059880856
rgbd_dataset_freiburg3_walking_static,fr3,ocv-rgbd,0.014475055,0.0052506453,0.0052156653,0.00291176,0.288147,0.057630364,0.07338385,0.017372975
rgbd_dataset_freiburg3_walking_static,fr3,still,0.00081343966,0.00059171754,0.004352774,0.0031055189,0.01361167,0.009945488,0.027017938,0.022869136
rgbd_dataset_freiburg3_walking_static,fr3,ocv-icp,0.00081392046,0.00059172505,0.0043564583,0.0031110402,0.013612726,0.009945488,0.027025098,0.022869136
rgbd_dataset_freiburg3_walking_static,fr3,vors-norm,0.035748888,0.005122296,0.014554725,0.0030114138,0.25991213,0.019836515,0.09850671,0.0072103427
rgbd_dataset_freiburg3_walking_static,fr3,vors-photo,0.04182495,0.004202926,0.015855128,0.002489391,0.35208744,0.010803358,0.13109547,0.0056120646
rgbd_dataset_freiburg3_walking_static,fr3,vors-robust,0.017330464,0.0048582405,0.0060332417,0.0025823833,0.14412484,0.008929246,0.040070258,0.0046520443
rgbd_dataset_freiburg3_walking_static,fr3,vors-huber,0.013298983,0.0049239933,0.0052851015,0.0025868104,0.12678252,0.008438047,0.037925538,0.0046327333
rgbd_dataset_freiburg3_walking_static,fr3,ocv-rgbd-icp,0.00081392046,0.00059172505,0.0043564583,0.0031110402,0.013612726,0.009945488,0.027025098,0.022869136
rgbd_dataset_freiburg3_walking_static,fr3,dvo,0.014376571,0.0039022847,0.0043639992,0.0023527117,0.31387368,0.039207432,0.08057097,0.010255949
rgbd_dataset_freiburg3_nostructure_notexture_near_withloop,fr3,vors-huber,0.06330679,0.020544868,0.6309247,0.017199004,0.5283591,0.34297115,1.2574257,0.17804417
rgbd_dataset_freiburg3_nostructure_notexture_near_withloop,fr3,vors-photo,8.086169,0.011302146,0.88773847,0.013501106,44.429653,0.351473,2.181673,0.23682366
rgbd_dataset_freiburg3_nostructure_notexture_near_withloop,fr3,dvo,0.043480016,0.010772754,0.84628046,0.009731501,0.34752643,0.19171824,1.87991,0.1145725
rgbd_dataset_freiburg3_nostructure_notexture_near_withloop,fr3,ocv-rgbd,0.04195446,0.012481128,0.63083875,0.014656052,0.35217297,0.3001922,1.1978748,0.191144
rgbd_dataset_freiburg3_nostructure_notexture_near_withloop,fr3,ocv-icp,0.011830806,0.010698082,0.6307865,0.012596578,0.32517815,0.32037964,1.220965,0.1987301
rgbd_dataset_freiburg3_nostructure_notexture_near_withloop,fr3,still,0.011830192,0.010698082,0.63078654,0.012596578,0.32517028,0.3203654,1.2209647,0.1987301
rgbd_dataset_freiburg3_nostructure_notexture_near_withloop,fr3,ocv-rgbd-icp,0.011830806,0.010698082,0.6307865,0.012596578,0.32517815,0.32037964,1.220965,0.1987301
rgbd_dataset_freiburg3_nostructure_notexture_near_withloop,fr3,vors,0.055795677,0.01740871,0.6311144,0.014389589,0.4768699,0.35336965,1.2468497,0.18610609
rgbd_dataset_freiburg3_nostructure_notexture_near_withloop,fr3,fovis,0.015933326,0.010886268,0.63081104,0.012590375,0.29368392,0.2779954,1.2169783,0.16916832
rgbd_dataset_freiburg3_nostructure_notexture_near_withloop,fr3,vors-robust,0.06529783,0.021166805,0.63020265,0.0165504,0.5629775,0.33420587,1.2575899,0.17784126
rgbd_dataset_freiburg3_nostructure_notexture_near_withloop,fr3,vors-norm,0.070100494,0.022213077,0.63258255,0.017751303,0.5875,0.36366037,1.2713877,0.20484656
traj0_frei_png,icl,ocv-rgbd-icp,0.0001539334,0.00007744102,0.000044850964,0.000022929533,0.0009037082,0.0005629541,0.00023890995,0.00015904101
traj0_frei_png,icl,vors-huber,0.0017347322,0.0005446674,0.00068404403,0.00018142002,0.011069604,0.002308817,0.0026265888,0.0007704439
traj0_frei_png,icl,vors-norm,0.0022266575,0.0006959867,0.0005760586,0.00022845602,0.009868675,0.0028587708,0.0026640415,0.0009496732
traj0_frei_png,icl,fovis,0.15614578,0.005111313,0.16516547,0.007750786,1.7203995,0.48532197,0.7396613,0.24145193
traj0_frei_png,icl,vors-robust,0.005061704,0.0004944565,0.0011942938,0.00016072034,0.024742968,0.0024880297,0.0059042242,0.0008874975
traj0_frei_png,icl,ocv-rgbd,0.0063351216,0.002239244,0.002014119,0.00086267357,0.036841363,0.01860824,0.011212572,0.0068430454
traj0_frei_png,icl,ocv-icp,0.00017517408,0.000053476484,0.000029415878,0.000014450622,0.0011745474,0.0003541078,0.00015034074,0.00009675594
traj0_frei_png,icl,still,0.0055898833,0.0032967029,0.008766963,0.008206206,0.11989904,0.07852046,0.20543738,0.20350638
traj0_frei_png,icl,vors-photo,0.0031084165,0.0006178265,0.00074587105,0.0002035164,0.021406168,0.0031125725,0.005178982,0.0009518757
traj0_frei_png,icl,vors,0.0017507223,0.000651315,0.000529396,0.0002117024,0.0068519367,0.0027974255,0.0023681822,0.0009045568
traj0_frei_png,icl,dvo,0.004644369,0.001974286,0.00233115,0.0004940664,0.0922649,0.0434417,0.050350398,0.0103528835
rgbd_dataset_freiburg1_360,fr1,still,0.009598839,0.008803297,0.9177871,0.029842865,0.22773592,0.22188401,3.8704333,4.888142
rgbd_dataset_freiburg1_360,fr1,vors-photo,0.01017696,0.004705049,0.92145467,0.0058629015,0.10342065,0.06537929,4.398771,6.1163235
rgbd_dataset_freiburg1_360,fr1,ocv-rgbd-icp,0.009598677,0.008833491,0.9182748,0.030058144,0.22748734,0.22116554,3.8623502,1.1309072
rgbd_dataset_freiburg1_360,fr1,vors-norm,0.045850888,0.005313797,0.9215576,0.0062090266,0.31165475,0.10444788,4.371243,5.7882185
rgbd_dataset_freiburg1_360,fr1,vors,0.034233186,0.0051101246,0.92154443,0.005887944,0.21586102,0.09959382,4.3954735,5.919185
rgbd_dataset_freiburg1_360,fr1,vors-robust,0.0511435,0.0048371055,0.92171466,0.00575791,0.2760373,0.08838867,4.379518,5.842926
rgbd_dataset_freiburg1_360,fr1,fovis,0.009383994,0.0056429068,0.9495777,0.0054985327,0.08156925,0.059903715,4.272092,0.08259694
rgbd_dataset_freiburg1_360,fr1,ocv-rgbd,0.011201024,0.0054094773,0.9501917,0.005555644,0.1010984,0.08335928,4.363874,0.1838929
rgbd_dataset_freiburg1_360,fr1,vors-huber,0.049769893,0.0049833315,0.9217464,0.005729823,0.28449258,0.09069161,4.3822327,5.912758
rgbd_dataset_freiburg1_360,fr1,dvo,0.018249199,0.0051852004,0.9501735,0.0055775503,0.15906775,0.08114295,4.252612,0.14291334
rgbd_dataset_freiburg1_360,fr1,ocv-icp,0.009598677,0.008833491,0.9182748,0.030058144,0.22748734,0.22116554,3.8623502,1.1309072
rgbd_dataset_freiburg2_flowerbouquet,fr2,vors-huber,0.0073891208,0.0013459779,0.262732,0.0028090982,0.052668452,0.009371727,1.3187071,0.007395333
rgbd_dataset_freiburg2_flowerbouquet,fr2,vors,0.008657317,0.0015613745,0.26278567,0.0030084245,0.10200448,0.0106668025,1.321324,0.01001996
rgbd_dataset_freiburg2_flowerbouquet,fr2,ocv-rgbd,0.0043372116,0.0020488163,0.3108866,0.0033814819,0.09714641,0.03325838,1.601272,0.05383641
rgbd_dataset_freiburg2_flowerbouquet,fr2,ocv-icp,0.0042926585,0.00359026,0.26259258,0.006176338,0.11655232,0.10079062,1.2967336,0.14766751
rgbd_dataset_freiburg2_flowerbouquet,fr2,vors-robust,0.0063714324,0.0012775402,0.26273662,0.0027299153,0.031504195,0.0092758825,1.3193992,0.0076970938
rgbd_dataset_freiburg2_flowerbouquet,fr2,still,0.004296612,0.0035747716,0.26255947,0.0061386665,0.11662969,0.10088589,1.2965674,0.1475529
rgbd_dataset_freiburg2_flowerbouquet,fr2,dvo,0.0033852167,0.0015341684,0.31081447,0.0025097246,0.04014822,0.01995981,1.5932996,0.014757279
rgbd_dataset_freiburg2_flowerbouquet,fr2,vors-photo,0.007741076,0.0014804136,0.26279113,0.0029219042,0.096227996,0.0098131355,1.3223817,0.008374598
rgbd_dataset_freiburg2_flowerbouquet,fr2,vors-norm,0.012625499,0.0017503304,0.26276153,0.0032298705,0.11573778,0.012950465,1.3175235,0.011820511
rgbd_dataset_freiburg2_flowerbouquet,fr2,ocv-rgbd-icp,0.0042926585,0.00359026,0.26259258,0.006176338,0.11655232,0.10079062,1.2967336,0.14766751
rgbd_dataset_freiburg2_flowerbouquet,fr2,fovis,0.0057475446,0.0015159377,0.31080413,0.0028780454,0.06969884,0.010699238,1.4524598,0.01481962
living_room_traj3_frei_png,icl,vors,0.010324842,0.0007638049,0.17562914,0.00038143492,0.07804464,0.006789498,0.8801711,0.0027889123
living_room_traj3_frei_png,icl,ocv-icp,0.008087836,0.000054511933,0.25229013,0.00003532093,0.08788585,0.0004557049,1.2680861,0.0002570294
living_room_traj3_frei_png,icl,still,0.009766512,0.009255994,0.17843558,0.006623967,0.22818558,0.23153295,0.88222945,0.16536391
living_room_traj3_frei_png,icl,vors-norm,0.0076810927,0.0007805387,0.17832506,0.0003806504,0.058727525,0.006661037,0.882215,0.003001924
living_room_traj3_frei_png,icl,vors-robust,0.006228425,0.0004614289,0.17715846,0.00023110499,0.055684242,0.003724335,0.8938677,0.0013626516
living_room_traj3_frei_png,icl,vors-huber,0.004996388,0.0004923862,0.17852035,0.00023624512,0.04240908,0.0032237454,0.8971996,0.0012666478
living_room_traj3_frei_png,icl,dvo,0.0037667656,0.002043923,0.25237405,0.0008518657,0.06929597,0.0448298,0.7549132,0.017156951
living_room_traj3_frei_png,icl,ocv-rgbd,0.008621995,0.0029084333,0.25246307,0.0013511181,0.099351384,0.025183892,1.2662545,0.008942489
living_room_traj3_frei_png,icl,ocv-rgbd-icp,0.0010293247,0.00010029715,0.25242653,0.000072025374,0.014117272,0.0006911954,1.269676,0.0005667794
living_room_traj3_frei_png,icl,fovis,0.12678833,0.009458721,0.18369904,0.0065566925,0.89352596,0.2513369,0.9215019,0.18248472
living_room_traj3_frei_png,icl,vors-photo,0.0063120113,0.00068033754,0.17859615,0.00033315763,0.06373175,0.005772614,0.8930577,0.002513482
rgbd_dataset_freiburg3_walking_rpy,fr3,vors-robust,0.037958458,0.012620584,0.4272311,0.005203234,0.41713578,0.14284907,2.1025894,0.043951824
rgbd_dataset_freiburg3_walking_rpy,fr3,ocv-rgbd,0.026766654,0.014117038,0.4271889,0.0068702144,0.5330977,0.25565535,2.0849254,0.1054126
rgbd_dataset_freiburg3_walking_rpy,fr3,vors-norm,0.03992599,0.014118727,0.42725146,0.0057398863,0.42240816,0.21432406,2.1137726,0.060859323
rgbd_dataset_freiburg3_walking_rpy,fr3,vors-huber,0.03356801,0.012291245,0.42718497,0.005221888,0.38476902,0.14873028,2.1019757,0.037897598
rgbd_dataset_freiburg3_walking_rpy,fr3,dvo,0.022664988,0.012752479,0.42708895,0.0050341217,0.47425926,0.21891789,2.0905025,0.05595527
rgbd_dataset_freiburg3_walking_rpy,fr3,vors,0.028040143,0.012222783,0.42712206,0.005094941,0.39392537,0.16456293,2.1048071,0.040459312
rgbd_dataset_freiburg3_walking_rpy,fr3,still,0.005203293,0.0023850733,0.4269344,0.014068959,0.12609604,0.054817524,2.0514715,0.3603388
rgbd_dataset_freiburg3_walking_rpy,fr3,ocv-icp,0.005203151,0.0023850733,0.42693445,0.014068959,0.12611464,0.054817524,2.0514889,0.3603388
rgbd_dataset_freiburg3_walking_rpy,fr3,ocv-rgbd-icp,0.005203151,0.0023850733,0.42693445,0.014068959,0.12611464,0.054817524,2.0514889,0.3603388
rgbd_dataset_freiburg3_walking_rpy,fr3,fovis,0.026439302,0.010609713,0.42732948,0.006067629,0.31062314,0.1583785,2.1215835,0.104508504
rgbd_dataset_freiburg3_walking_rpy,fr3,vors-photo,0.0328928,0.012604945,0.42722607,0.005241767,0.3952849,0.21054728,2.1012137,0.043392893
rgbd_dataset_freiburg2_dishes,fr2,vors-huber,0.00943383,0.0015175921,0.36630332,0.0030527713,0.050851725,0.0126382485,1.257958,0.008071807
rgbd_dataset_freiburg2_dishes,fr2,vors,0.0043342556,0.0014273839,0.36631155,0.003056246,0.023071464,0.014523552,1.2574013,0.008547512
rgbd_dataset_freiburg2_dishes,fr2,vors-norm,0.024088336,0.0014956885,0.36634672,0.003132631,0.1398468,0.014686684,1.2575132,0.009158707
rgbd_dataset_freiburg2_dishes,fr2,fovis,0.006931174,0.001909944,0.36625427,0.0030218302,0.038307045,0.016790815,1.546673,0.010459373
rgbd_dataset_freiburg2_dishes,fr2,vors-photo,0.0036912807,0.00145204,0.366311,0.0030267367,0.020005357,0.015047746,1.2572387,0.008351438
rgbd_dataset_freiburg2_dishes,fr2,ocv-icp,0.0056413785,0.0052307094,0.32739532,0.0070936065,0.15741669,0.151428,1.232845,0.16624075
rgbd_dataset_freiburg2_dishes,fr2,ocv-rgbd-icp,0.0056413785,0.0052307094,0.32739532,0.0070936065,0.15741669,0.151428,1.232845,0.16624075
rgbd_dataset_freiburg2_dishes,fr2,dvo,0.003212353,0.0016619866,0.36631614,0.0027831728,0.039747868,0.027094016,1.5463078,0.014924423
rgbd_dataset_freiburg2_dishes,fr2,still,0.005647916,0.005208712,0.36610726,0.0071161236,0.15753715,0.15150613,1.2329957,0.16672343
rgbd_dataset_freiburg2_dishes,fr2,vors-robust,0.004820968,0.001476087,0.3663044,0.0030790207,0.023974948,0.012764563,1.2579515,0.008034256
rgbd_dataset_freiburg2_dishes,fr2,ocv-rgbd,0.003335754,0.0017776261,0.3662514,0.0030221583,0.022156818,0.014817213,1.5197222,0.01169625
rgbd_dataset_freiburg2_metallic_sphere,fr2,dvo,0.010195674,0.002839685,0.4422046,0.0027896194,0.13305809,0.049122002,1.9378362,0.01830059
rgbd_dataset_freiburg2_metallic_sphere,fr2,fovis,0.012061404,0.00359037,0.39986622,0.0030359167,0.089666195,0.04090442,1.6394118,0.015268811
rgbd_dataset_freiburg2_metallic_sphere,fr2,still,0.005793496,0.0053460663,0.44166228,0.0078992,0.1639608,0.16281642,1.6115861,0.19127588
rgbd_dataset_freiburg2_metallic_sphere,fr2,vors-robust,0.022528436,0.0021040477,0.4422439,0.0029123253,0.19022606,0.018300166,1.6393538,0.012454055
rgbd_dataset_freiburg2_metallic_sphere,fr2,vors-huber,0.021680752,0.0021422678,0.44223073,0.002938783,0.17344533,0.015971176,1.6400996,0.011891238
rgbd_dataset_freiburg2_metallic_sphere,fr2,vors,0.017314678,0.0021033748,0.44221362,0.0030232558,0.14830777,0.017902019,1.6392522,0.013638722
rgbd_dataset_freiburg2_metallic_sphere,fr2,ocv-rgbd-icp,0.0057931733,0.0053498866,0.3993628,0.0079242205,0.16390286,0.16304779,1.6119573,0.19138393
rgbd_dataset_freiburg2_metallic_sphere,fr2,vors-norm,0.030625919,0.0025906041,0.44212672,0.0031937936,0.23667878,0.0261385,1.6365478,0.014671951
rgbd_dataset_freiburg2_metallic_sphere,fr2,ocv-icp,0.0057931733,0.0053498866,0.3993628,0.0079242205,0.16390286,0.16304779,1.6119573,0.19138393
rgbd_dataset_freiburg2_metallic_sphere,fr2,ocv-rgbd,0.0056069423,0.002777459,0.42166853,0.0030859893,0.080447644,0.028824443,1.7913693,0.02293423
rgbd_dataset_freiburg2_metallic_sphere,fr2,vors-photo,0.012525438,0.0020793166,0.44220796,0.0029383309,0.1298051,0.017350677,1.6383318,0.012365609
rgbd_dataset_freiburg2_pioneer_slam,fr2,fovis,0.03830876,0.009221575,0.73680943,0.00715559,0.12793048,0.050314512,1.8970994,0.024126286
rgbd_dataset_freiburg2_pioneer_slam,fr2,vors-photo,0.57617474,0.008678214,0.6947377,0.007441891,3.7688015,0.04182292,1.7571119,0.021198744
rgbd_dataset_freiburg2_pioneer_slam,fr2,ocv-icp,0.031634003,0.010937099,0.6833431,0.013136068,0.26702785,0.2897079,1.6727501,0.27207434
