sequence,camera,algo,t_err_rmse_f,t_err_median_f,r_err_rmse_f,r_err_median_f,t_err_rmse_s,t_err_median_s,r_err_rmse_s,r_err_median_s
rgbd_dataset_freiburg3_sitting_xyz,fr3,ocv-icp,0.0056383433,0.0047127698,0.008410072,0.006629907,0.14801607,0.14292386,0.0710268,0.058145974
rgbd_dataset_freiburg3_sitting_xyz,fr3,vors,0.00751447,0.0055835946,0.005193077,0.0038425163,0.01662744,0.011344651,0.010035127,0.0068524675
rgbd_dataset_freiburg3_sitting_xyz,fr3,vors-huber,0.008401169,0.0062042065,0.0053861067,0.0039544133,0.015544178,0.011345786,0.0092426045,0.006817775
rgbd_dataset_freiburg3_sitting_xyz,fr3,vors-norm,0.009043611,0.0059671686,0.0055340156,0.003930335,0.022854507,0.01120217,0.011659681,0.0063988385
rgbd_dataset_freiburg3_sitting_xyz,fr3,ocv-rgbd-icp,0.0056383433,0.0047127698,0.008410072,0.006629907,0.14801607,0.14292386,0.0710268,0.058145974
rgbd_dataset_freiburg3_sitting_xyz,fr3,vors-robust,0.008349758,0.0060955933,0.005379157,0.0039030726,0.014229924,0.011058387,0.00903412,0.0067087607
rgbd_dataset_freiburg3_sitting_xyz,fr3,still,0.00564179,0.00470516,0.008417365,0.006630365,0.14800951,0.14292386,0.07104703,0.058145974
rgbd_dataset_freiburg3_sitting_xyz,fr3,fovis,0.0071648005,0.004993469,0.0053145997,0.0037897471,0.03014371,0.021561818,0.016774856,0.010949442
rgbd_dataset_freiburg3_nostructure_texture_near_withloop,fr3,ocv-rgbd-icp,0.008936606,0.008126299,0.15557024,0.008041541,0.2484982,0.24934062,0.8426538,0.13122903
rgbd_dataset_freiburg3_nostructure_texture_near_withloop,fr3,still,0.008938726,0.008125906,0.1555693,0.008061059,0.24851021,0.24941526,0.84266937,0.13162072
rgbd_dataset_freiburg3_nostructure_texture_near_withloop,fr3,vors-huber,0.017893178,0.006859777,0.15567578,0.0071098036,0.052992903,0.012172875,0.85637397,0.011202487
rgbd_dataset_freiburg3_nostructure_texture_near_withloop,fr3,ocv-rgbd,0.008873716,0.006804462,0.21961322,0.007077,0.016771708,0.0136549305,1.1483572,0.012164557
rgbd_dataset_freiburg3_nostructure_texture_near_withloop,fr3,dvo,0.011125306,0.0066208118,0.3105547,0.006976008,0.057970926,0.028042339,1.199495,0.019075243
rgbd_dataset_freiburg3_nostructure_texture_near_withloop,fr3,fovis,0.00932381,0.007163538,0.2196403,0.007289687,0.016455822,0.01334918,1.2106273,0.012205738
rgbd_dataset_freiburg3_nostructure_texture_near_withloop,fr3,vors,0.009166709,0.0069296528,0.15555207,0.007179556,0.014960123,0.011616492,0.85586464,0.0109680025
rgbd_dataset_freiburg3_nostructure_texture_near_withloop,fr3,vors-photo,0.0091294665,0.0070056203,0.15545446,0.007188596,0.014767015,0.011987772,0.8560008,0.0109464
rgbd_dataset_freiburg3_nostructure_texture_near_withloop,fr3,vors-norm,0.0102598285,0.0070897066,0.15546148,0.007175788,0.015082593,0.011774993,0.8560307,0.010841852
rgbd_dataset_freiburg3_nostructure_texture_near_withloop,fr3,ocv-icp,0.008936606,0.008126299,0.15557024,0.008041541,0.2484982,0.24934062,0.8426538,0.13122903
rgbd_dataset_freiburg3_nostructure_texture_near_withloop,fr3,vors-robust,0.013840264,0.0068325694,0.15558149,0.007064949,0.043079384,0.011776043,0.85625523,0.011064044
rgbd_dataset_freiburg1_rpy,fr1,vors-photo,0.0074134613,0.004597013,0.47769594,0.007620692,0.03739613,0.023198117,1.5714309,0.041955784
rgbd_dataset_freiburg1_rpy,fr1,dvo,0.006744798,0.0044476823,0.47753888,0.0072155423,0.033340383,0.023223335,1.5303332,0.040689334
rgbd_dataset_freiburg1_rpy,fr1,fovis,0.008790997,0.005265774,0.47763517,0.0074633164,0.053816054,0.039300326,1.5473486,0.060335506
rgbd_dataset_freiburg1_rpy,fr1,vors-robust,0.008443149,0.0046922127,0.4777912,0.0075434344,0.042567316,0.024314318,1.5711347,0.04262898
rgbd_dataset_freiburg1_rpy,fr1,vors-norm,0.0075944187,0.0048224786,0.47760546,0.007542338,0.04087962,0.023789024,1.5699141,0.04464845
rgbd_dataset_freiburg1_rpy,fr1,ocv-rgbd,0.006745993,0.0044979155,0.4775724,0.0072560925,0.031728867,0.022735108,1.5340383,0.03869142
rgbd_dataset_freiburg1_rpy,fr1,vors,0.0074976366,0.0045672324,0.47765994,0.0075224363,0.036739133,0.02673192,1.5733308,0.041573554
rgbd_dataset_freiburg1_rpy,fr1,vors-huber,0.008834641,0.0047868905,0.47776672,0.0075113093,0.044021986,0.027065283,1.5714132,0.042438738
rgbd_dataset_freiburg1_rpy,fr1,ocv-icp,0.0036782632,0.0030149014,0.47692943,0.035947926,0.070332445,0.06252604,1.6264265,0.87043476
rgbd_dataset_freiburg1_rpy,fr1,still,0.003681447,0.0030364455,0.4774113,0.036802687,0.07030391,0.062429816,1.6534,0.869627
rgbd_dataset_freiburg1_rpy,fr1,ocv-rgbd-icp,0.0036782632,0.0030149014,0.47692943,0.035947926,0.070332445,0.06252604,1.6264265,0.87043476
rgbd_dataset_freiburg2_pioneer_slam3,fr2,dvo,0.075975955,0.0025690396,0.5605481,0.003199455,0.17032552,0.024045292,2.0139403,0.0134659
rgbd_dataset_freiburg2_pioneer_slam3,fr2,vors-photo,0.11216037,0.0033189345,0.52979785,0.0035033596,0.24170119,0.024243077,1.8506148,0.013327349
rgbd_dataset_freiburg2_pioneer_slam3,fr2,ocv-rgbd,0.024192052,0.0049146903,0.6067141,0.0038872769,0.11976546,0.050495427,2.4995863,0.026525177
rgbd_dataset_freiburg2_pioneer_slam3,fr2,vors-robust,0.08406427,0.0033388191,0.5282946,0.0034347654,0.28957668,0.024309652,1.8498057,0.015285213
rgbd_dataset_freiburg2_pioneer_slam3,fr2,ocv-icp,0.019214775,0.006491664,0.5273627,0.010550887,0.19125208,0.17785433,1.7866021,0.26937667
rgbd_dataset_freiburg2_pioneer_slam3,fr2,fovis,0.026992416,0.004105495,0.5602948,0.0036176376,0.10562282,0.04878317,2.0012362,0.01845851
rgbd_dataset_freiburg2_pioneer_slam3,fr2,still,0.01924211,0.0064529134,0.52800816,0.010512403,0.19162151,0.17849085,1.7844547,0.27402312
rgbd_dataset_freiburg2_pioneer_slam3,fr2,ocv-rgbd-icp,0.019214775,0.006491664,0.5273627,0.010550887,0.19125208,0.17785433,1.7866021,0.26937667
rgbd_dataset_freiburg2_pioneer_slam3,fr2,vors-norm,0.12972821,0.0036540022,0.5288205,0.0035368116,0.44292232,0.030197408,1.8530449,0.014469211
rgbd_dataset_freiburg2_pioneer_slam3,fr2,vors-huber,0.101953715,0.003336921,0.52872956,0.003470737,0.27487123,0.027548345,1.8484035,0.01593227
rgbd_dataset_freiburg2_pioneer_slam3,fr2,vors,0.101992965,0.0034434972,0.5285833,0.0034597933,0.20030804,0.031177986,1.8489145,0.013820288
rgbd_dataset_freiburg2_pioneer_360,fr2,vors-norm,0.1472737,0.0091380775,0.5773904,0.009320338,0.48698816,0.035518266,1.3000997,0.025145251
rgbd_dataset_freiburg2_pioneer_360,fr2,vors-robust,0.14178526,0.008749411,0.5775258,0.00940632,0.47850186,0.07883947,1.2929019,0.034950484
rgbd_dataset_freiburg2_pioneer_360,fr2,dvo,0.12827764,0.0073524294,0.6169933,0.008963883,0.46363127,0.033533197,1.4405065,0.029510507
rgbd_dataset_freiburg2_pioneer_360,fr2,still,0.028697176,0.016085843,0.57545173,0.01636159,0.24487682,0.28057635,1.278531,0.20786643
rgbd_dataset_freiburg2_pioneer_360,fr2,vors,0.13805924,0.009085998,0.5774666,0.009271091,0.46982732,0.100223,1.2978166,0.035420958
rgbd_dataset_freiburg2_pioneer_360,fr2,fovis,0.046076268,0.015438889,0.61526805,0.010288789,0.16135904,0.091319546,1.4304812,0.03284112
rgbd_dataset_freiburg2_pioneer_360,fr2,ocv-icp,0.02872196,0.016085843,0.5754509,0.016301792,0.24501574,0.28082737,1.2777323,0.20879526
rgbd_dataset_freiburg2_pioneer_360,fr2,ocv-rgbd-icp,0.02872196,0.016085843,0.5754509,0.016301792,0.24501574,0.28082737,1.2777323,0.20879526
rgbd_dataset_freiburg2_pioneer_360,fr2,ocv-rgbd,0.043868724,0.012805322,0.5739395,0.0128656505,0.21109694,0.16079554,1.2812307,0.11776037
rgbd_dataset_freiburg2_pioneer_360,fr2,vors-photo,4.4939847,0.017540254,0.6494925,0.015879061,14.423607,0.28934136,1.4346755,0.19431692
rgbd_dataset_freiburg2_pioneer_360,fr2,vors-huber,0.101530805,0.008597945,0.575995,0.009449523,0.35992205,0.080586374,1.2918266,0.03654605
rgbd_dataset_freiburg2_360_hemisphere,fr2,vors-robust,0.1482862,0.008210074,0.60821366,0.0035097941,0.9951151,0.08850377,2.2888758,0.022826603
rgbd_dataset_freiburg2_360_hemisphere,fr2,dvo,0.07368568,0.0081918435,0.7525774,0.0031178633,0.71164507,0.096562855,3.0115702,0.025450068
rgbd_dataset_freiburg2_360_hemisphere,fr2,vors-norm,0.21204539,0.0086212335,0.61023223,0.0035654793,1.5626361,0.08791119,2.2846718,0.022204699
rgbd_dataset_freiburg2_360_hemisphere,fr2,fovis,0.02398145,0.0106630605,0.62244964,0.0038633842,0.13402437,0.08770067,2.5779188,0.020966304
rgbd_dataset_freiburg2_360_hemisphere,fr2,vors-huber,0.13321124,0.008923788,0.61071044,0.0036106384,0.9171517,0.10820761,2.3052409,0.024207603
rgbd_dataset_freiburg2_360_hemisphere,fr2,vors-photo,0.08010403,0.007807756,0.61043817,0.0034268347,0.44100294,0.06373524,2.331297,0.019619593
rgbd_dataset_freiburg2_360_hemisphere,fr2,ocv-rgbd,0.036602955,0.0077032065,0.5978954,0.01071453,0.23521376,0.15227145,2.2575886,0.19581263
rgbd_dataset_freiburg2_360_hemisphere,fr2,ocv-rgbd-icp,0.0069027035,0.005196136,0.58491874,0.013126828,0.1798205,0.1512854,2.217122,0.37034494
rgbd_dataset_freiburg2_360_hemisphere,fr2,vors,0.07416248,0.00806847,0.61068255,0.0035195302,0.52078974,0.080977395,2.3264945,0.021969154
rgbd_dataset_freiburg2_360_hemisphere,fr2,ocv-icp,0.0069027035,0.005196136,0.58491874,0.013126828,0.1798205,0.1512854,2.217122,0.37034494
rgbd_dataset_freiburg2_360_hemisphere,fr2,still,0.006859048,0.0052161426,0.6099454,0.013031879,0.17993234,0.15159905,2.2301042,0.37236854
rgbd_dataset_freiburg3_cabinet,fr3,ocv-rgbd-icp,0.008364874,0.007695231,0.18879743,0.009229274,0.22619364,0.22629194,0.9491713,0.18012545
rgbd_dataset_freiburg3_cabinet,fr3,vors-huber,0.013679974,0.00646992,0.18888514,0.0058075967,0.078115456,0.043342434,0.9546642,0.030998645
rgbd_dataset_freiburg3_cabinet,fr3,fovis,0.011478513,0.007677221,0.26653334,0.0069475975,0.114669904,0.09650622,1.2175379,0.06701962
rgbd_dataset_freiburg3_cabinet,fr3,ocv-icp,0.008364874,0.007695231,0.18879743,0.009229274,0.22619364,0.22629194,0.9491713,0.18012545
rgbd_dataset_freiburg3_cabinet,fr3,vors-norm,0.026028965,0.007859101,0.18933246,0.007158933,0.15220733,0.098226525,0.93157727,0.0729855
rgbd_dataset_freiburg3_cabinet,fr3,vors-robust,0.013867526,0.0062963003,0.18893372,0.005917137,0.07346059,0.04494712,0.95460683,0.032403488
rgbd_dataset_freiburg3_cabinet,fr3,vors-photo,0.010627392,0.005766212,0.1886528,0.00592744,0.12465472,0.08839611,0.9387411,0.0636637
rgbd_dataset_freiburg3_cabinet,fr3,ocv-rgbd,0.0092578195,0.0051915506,0.26686063,0.004800656,0.07043502,0.05270423,1.3934126,0.03506839
rgbd_dataset_freiburg3_cabinet,fr3,still,0.008370333,0.007695231,0.1887971,0.009219918,0.22620167,0.22629194,0.9491636,0.18012545
rgbd_dataset_freiburg3_cabinet,fr3,vors,0.011506046,0.0060033468,0.18866187,0.00578758,0.11053663,0.07078706,0.94276863,0.051876664
rgbd_dataset_freiburg3_cabinet,fr3,dvo,0.00984978,0.0071492493,0.26678556,0.0058685676,0.14933425,0.1347738,1.3737007,0.082798354
rgbd_dataset_freiburg2_coke,fr2,ocv-rgbd-icp,0.005103682,0.0047444534,0.30918184,0.006749646,0.14326607,0.13884062,1.5409027,0.1656742
rgbd_dataset_freiburg2_coke,fr2,ocv-icp,0.005103682,0.0047444534,0.30918184,0.006749646,0.14326607,0.13884062,1.5409027,0.1656742
rgbd_dataset_freiburg2_coke,fr2,vors-robust,0.02296158,0.0014551549,0.30959564,0.0026531331,0.1493679,0.013453079,1.5732442,0.009102478
rgbd_dataset_freiburg2_coke,fr2,vors-norm,0.034386694,0.0019396772,0.3091836,0.0030107193,0.2908341,0.022077398,1.5684376,0.014564156
rgbd_dataset_freiburg2_coke,fr2,vors-huber,0.023811087,0.0014806988,0.30959806,0.0026835254,0.16056357,0.014202956,1.5745277,0.010016392
rgbd_dataset_freiburg2_coke,fr2,still,0.005103734,0.0047476003,0.30919284,0.0066838237,0.14333834,0.1387097,1.5403281,0.1658755
rgbd_dataset_freiburg2_coke,fr2,ocv-rgbd,0.006021936,0.0027216033,0.37896731,0.003529748,0.11861653,0.037184473,1.7203825,0.036338266
rgbd_dataset_freiburg2_coke,fr2,dvo,0.007925663,0.002779962,0.35738757,0.0026012445,0.09674505,0.06068373,1.8596364,0.021705152
rgbd_dataset_freiburg2_coke,fr2,fovis,0.011442787,0.0035075827,0.35728556,0.003145567,0.1825424,0.050092667,1.7957791,0.018745549
rgbd_dataset_freiburg2_coke,fr2,vors-photo,0.013340495,0.0015736478,0.309555,0.0027342683,0.1764114,0.01552695,1.5802978,0.010568552
rgbd_dataset_freiburg2_coke,fr2,vors,0.018334376,0.0016801297,0.30952993,0.002785991,0.20476684,0.016921153,1.5791402,0.0124972025
rgbd_dataset_freiburg1_room,fr1,vors-photo,0.0065716263,0.0045077847,0.8540727,0.0056745503,0.055321727,0.036335398,3.9507697,0.06904809
rgbd_dataset_freiburg1_room,fr1,dvo,0.006403569,0.004152455,0.90402496,0.005080276,0.051502757,0.035251375,3.9750755,0.05269216
rgbd_dataset_freiburg1_room,fr1,vors,0.008901497,0.004427968,0.8540803,0.0055884686,0.07138903,0.038343824,3.9494236,0.07393839
rgbd_dataset_freiburg1_room,fr1,fovis,0.007203809,0.0047001843,0.9036459,0.0052633723,0.058174297,0.036845867,3.9196703,0.048648275
rgbd_dataset_freiburg1_room,fr1,still,0.012982793,0.011359539,0.8517239,0.02228755,0.35700879,0.3295526,3.6302373,0.72146463
rgbd_dataset_freiburg1_room,fr1,ocv-icp,0.012970676,0.011402662,0.85181475,0.0225487,0.35683388,0.33112496,3.6389499,0.7280445
rgbd_dataset_freiburg1_room,fr1,ocv-rgbd-icp,0.012970676,0.011402662,0.85181475,0.0225487,0.35683388,0.33112496,3.6389499,0.7280445
rgbd_dataset_freiburg1_room,fr1,ocv-rgbd,0.0062052486,0.004274429,0.9041174,0.005089379,0.05125438,0.036019564,4.1134114,0.06150051
rgbd_dataset_freiburg1_room,fr1,vors-robust,0.014520371,0.004437026,0.8538912,0.0055609187,0.07775361,0.034517,3.9509876,0.06392376
rgbd_dataset_freiburg1_room,fr1,vors-norm,0.018783785,0.004483491,0.8540397,0.0057984586,0.118769996,0.04204788,3.9469442,0.07301666
rgbd_dataset_freiburg1_room,fr1,vors-huber,0.014948024,0.004447317,0.8540919,0.0056744963,0.088704094,0.036089886,3.9516594,0.062446736
rgbd_dataset_freiburg1_plant,fr1,vors,0.007832615,0.0044985753,0.8390938,0.0050440575,0.070583336,0.03739665,3.4798756,0.043479703
rgbd_dataset_freiburg1_plant,fr1,vors-norm,0.015274423,0.0050601917,0.8390861,0.0055563995,0.15755557,0.042232323,3.4794147,0.05913247
rgbd_dataset_freiburg1_plant,fr1,dvo,0.005203247,0.003747145,0.8603526,0.0044001625,0.025524605,0.018578071,3.5237935,0.025458854
rgbd_dataset_freiburg1_plant,fr1,ocv-rgbd-icp,0.015988458,0.013375394,0.8368601,0.021826157,0.40517083,0.37975562,3.2090292,0.5638507
rgbd_dataset_freiburg1_plant,fr1,still,0.015948378,0.013375394,0.8366045,0.02168464,0.40553275,0.37968317,3.2031398,0.56380534
rgbd_dataset_freiburg1_plant,fr1,vors-photo,0.008306938,0.004415202,0.8391083,0.0049853805,0.06487076,0.03013366,3.4827442,0.039065823
rgbd_dataset_freiburg1_plant,fr1,ocv-rgbd,0.005939688,0.003922059,0.90038145,0.0046299724,0.04434181,0.026605103,3.4811914,0.0274883
rgbd_dataset_freiburg1_plant,fr1,vors-huber,0.0062217237,0.00403749,0.83926994,0.004755951,0.02795423,0.020603653,3.4852858,0.02634021
rgbd_dataset_freiburg1_plant,fr1,vors-robust,0.0061157723,0.0040301913,0.8392886,0.0048476383,0.028021634,0.020124866,3.485083,0.02671286
rgbd_dataset_freiburg1_plant,fr1,fovis,0.0073122266,0.00440837,0.8598532,0.0046729636,0.067008056,0.04408977,3.5644069,0.033874337
rgbd_dataset_freiburg1_plant,fr1,ocv-icp,0.015988458,0.013375394,0.8368601,0.021826157,0.40517083,0.37975562,3.2090292,0.5638507
rgbd_dataset_freiburg2_desk,fr2,vors-norm,0.0050145,0.0018482052,0.45026496,0.0033846595,0.05584154,0.013568206,1.7887044,0.009311788
rgbd_dataset_freiburg2_desk,fr2,fovis,0.0036317224,0.002396659,0.5079325,0.0031556059,0.014331427,0.011234511,1.9474462,0.007975497
rgbd_dataset_freiburg2_desk,fr2,vors-photo,0.004135372,0.001777283,0.45031127,0.0032946113,0.043255903,0.012109261,1.7871709,0.009696461
rgbd_dataset_freiburg2_desk,fr2,ocv-icp,0.03602924,0.0071140565,0.48905745,0.0067352224,0.2058217,0.20857969,1.7681869,0.10410763
rgbd_dataset_freiburg2_desk,fr2,ocv-rgbd-icp,0.03602924,0.0071140565,0.48905745,0.0067352224,0.2058217,0.20857969,1.7681869,0.10410763
rgbd_dataset_freiburg2_desk,fr2,vors-huber,0.0053493204,0.0019851744,0.45069793,0.0033439582,0.05004858,0.012485401,1.7889304,0.008623161
rgbd_dataset_freiburg2_desk,fr2,ocv-rgbd,0.0030837555,0.0020254704,0.5080424,0.0029358417,0.018159153,0.013814886,1.8342909,0.01374915
rgbd_dataset_freiburg2_desk,fr2,still,0.032914728,0.0070754183,0.44964257,0.0065779844,0.205686,0.20863335,1.7540455,0.10272906
rgbd_dataset_freiburg2_desk,fr2,dvo,0.0031976965,0.0017818818,0.5080869,0.0028497265,0.023780072,0.020179393,1.9459559,0.017979354
rgbd_dataset_freiburg2_desk,fr2,vors-robust,0.007580321,0.0018987993,0.45071286,0.0033126979,0.04977597,0.012524408,1.7885572,0.008521004
rgbd_dataset_freiburg2_desk,fr2,vors,0.0044904947,0.0018083439,0.45030016,0.0033397567,0.043756112,0.01158294,1.7884022,0.010068842
rgbd_dataset_freiburg3_structure_texture_near,fr3,vors-norm,0.028972061,0.0055937637,0.38702524,0.0049484763,0.22534278,0.007980198,1.5062909,0.0081847105
rgbd_dataset_freiburg3_structure_texture_near,fr3,dvo,0.00793657,0.0056893644,0.38672978,0.0051297285,0.01751285,0.015376373,1.5041296,0.013343556
rgbd_dataset_freiburg3_structure_texture_near,fr3,vors,0.009582277,0.0055241757,0.38679323,0.004995683,0.04811709,0.007638813,1.5047686,0.008000195
rgbd_dataset_freiburg3_structure_texture_near,fr3,still,0.005650748,0.004830103,0.3863885,0.008167653,0.15198216,0.15019602,1.4627753,0.15066501
rgbd_dataset_freiburg3_structure_texture_near,fr3,ocv-icp,0.005651069,0.004827082,0.38638857,0.00816584,0.151993,0.15019602,1.4627649,0.15072691
rgbd_dataset_freiburg3_structure_texture_near,fr3,vors-robust,0.012821634,0.0060645863,0.38693774,0.0052633346,0.06924164,0.008492869,1.505912,0.0084734615
rgbd_dataset_freiburg3_structure_texture_near,fr3,vors-photo,0.0075350995,0.005413732,0.38679242,0.0050730654,0.008867379,0.0071637593,1.5047272,0.007883307
rgbd_dataset_freiburg3_structure_texture_near,fr3,fovis,0.008424653,0.0062115574,0.3867768,0.005803359,0.013449304,0.009990437,1.5037332,0.009762243
rgbd_dataset_freiburg3_structure_texture_near,fr3,vors-huber,0.009730174,0.006280144,0.38684386,0.005283799,0.04108893,0.008281281,1.5053302,0.00832475
rgbd_dataset_freiburg3_structure_texture_near,fr3,ocv-rgbd,0.008612351,0.0058852565,0.38668954,0.005415529,0.018184995,0.014055127,1.503507,0.011931556
rgbd_dataset_freiburg3_structure_texture_near,fr3,ocv-rgbd-icp,0.005651069,0.004827082,0.38638857,0.00816584,0.151993,0.15019602,1.4627649,0.15072691
rgbd_dataset_freiburg2_flowerbouquet_brownbackground,fr2,vors-huber,0.01361173,0.0036309487,0.3756241,0.00460073,0.1229003,0.056343827,1.700482,0.06591615
rgbd_dataset_freiburg2_flowerbouquet_brownbackground,fr2,still,0.005801915,0.005423076,0.37567365,0.0074238954,0.16180173,0.16128716,1.6818366,0.19360502
rgbd_dataset_freiburg2_flowerbouquet_brownbackground,fr2,fovis,0.0041434555,0.003083556,0.46010566,0.0040906654,0.06632139,0.053520992,1.6987455,0.06386965
rgbd_dataset_freiburg2_flowerbouquet_brownbackground,fr2,vors-norm,0.020929279,0.0041877804,0.37567657,0.004914755,0.16605018,0.084412605,1.7022738,0.08020584
rgbd_dataset_freiburg2_flowerbouquet_brownbackground,fr2,ocv-rgbd-icp,0.0058055115,0.005390785,0.45992142,0.0073856134,0.16171682,0.16100247,1.6764555,0.19296812
rgbd_dataset_freiburg2_flowerbouquet_brownbackground,fr2,ocv-rgbd,0.0054611256,0.0034183394,0.4790882,0.004391165,0.11463391,0.09207817,1.839365,0.11028111
rgbd_dataset_freiburg2_flowerbouquet_brownbackground,fr2,vors-robust,0.012985341,0.0031360975,0.37566096,0.004230619,0.121476956,0.060517076,1.7044115,0.0751135
rgbd_dataset_freiburg2_flowerbouquet_brownbackground,fr2,vors-photo,0.014173265,0.0033167896,0.3759226,0.004149444,0.13434838,0.04103885,1.7062553,0.040864028
rgbd_dataset_freiburg2_flowerbouquet_brownbackground,fr2,dvo,0.0035554832,0.0028485523,0.46019518,0.003626297,0.07097633,0.060426183,1.6922793,0.07137871
rgbd_dataset_freiburg2_flowerbouquet_brownbackground,fr2,ocv-icp,0.0058055115,0.005390785,0.45992142,0.0073856134,0.16171682,0.16100247,1.6764555,0.19296812
rgbd_dataset_freiburg2_flowerbouquet_brownbackground,fr2,vors,0.016358972,0.0032026125,0.37601253,0.004079649,0.13451926,0.048735797,1.7045431,0.05158354
rgbd_dataset_freiburg3_structure_texture_far,fr3,vors,0.010073866,0.00709274,0.36193046,0.004179217,0.01079148,0.008811291,1.1609077,0.006384443
rgbd_dataset_freiburg3_structure_texture_far,fr3,vors-norm,0.010563517,0.007048027,0.3617694,0.0041683926,0.011328742,0.008800444,1.1607945,0.006382247
rgbd_dataset_freiburg3_structure_texture_far,fr3,dvo,0.011142069,0.0077086305,0.36181116,0.0044577154,0.017093092,0.014655123,1.1594265,0.008383078
rgbd_dataset_freiburg3_structure_texture_far,fr3,ocv-rgbd-icp,0.0072427113,0.0064784484,0.36176333,0.006202964,0.1989778,0.19371307,1.1448963,0.07402287
rgbd_dataset_freiburg3_structure_texture_far,fr3,vors-photo,0.009972869,0.0070009613,0.3618365,0.0042371973,0.010910725,0.008703588,1.1603456,0.006350687
rgbd_dataset_freiburg3_structure_texture_far,fr3,vors-huber,0.010968659,0.007716869,0.36177808,0.004335232,0.0116787385,0.009160393,1.1608893,0.0062690554
rgbd_dataset_freiburg3_structure_texture_far,fr3,ocv-rgbd,0.011538134,0.008269833,0.36187136,0.0046032853,0.020968249,0.016810212,1.1585076,0.009582764
rgbd_dataset_freiburg3_structure_texture_far,fr3,ocv-icp,0.0072427113,0.0064784484,0.36176333,0.006202964,0.1989778,0.19371307,1.1448963,0.07402287
rgbd_dataset_freiburg3_structure_texture_far,fr3,fovis,0.012167401,0.008481665,0.36183038,0.0047977585,0.014319599,0.011489069,1.1605057,0.0072367433
rgbd_dataset_freiburg3_structure_texture_far,fr3,still,0.007247379,0.006466963,0.3617633,0.0061644968,0.19897269,0.19353871,1.1448823,0.07386781
rgbd_dataset_freiburg3_structure_texture_far,fr3,vors-robust,0.010742013,0.0076509756,0.3617954,0.004387098,0.011441961,0.009087669,1.1609619,0.00630486
